valid_tn_step,step,valid_tp_step,valid_fp_step,valid_fn_step,valid_WAcc,valid_F1,valid_fn_epoch,valid_Loss,valid_tp_epoch,epoch,valid_tn_epoch,valid_fp_epoch
11181.0,1506,27.0,293.0,115.0,,,,,,,,
11173.0,1507,36.0,284.0,123.0,,,,,,,,
11172.0,1508,36.0,284.0,124.0,,,,,,,,
11186.0,1509,29.0,291.0,110.0,,,,,,,,
11165.0,1510,26.0,294.0,131.0,,,,,,,,
11160.0,1511,37.0,283.0,136.0,,,,,,,,
11168.0,1512,29.0,291.0,128.0,,,,,,,,
11168.0,1513,21.0,299.0,128.0,,,,,,,,
11179.0,1514,27.0,293.0,117.0,,,,,,,,
11190.0,1515,31.0,289.0,106.0,,,,,,,,
11180.0,1516,27.0,293.0,116.0,,,,,,,,
11174.0,1517,31.0,289.0,122.0,,,,,,,,
11186.0,1518,32.0,288.0,110.0,,,,,,,,
11177.0,1519,28.0,292.0,119.0,,,,,,,,
11162.0,1520,23.0,297.0,134.0,,,,,,,,
11168.0,1521,32.0,288.0,128.0,,,,,,,,
11163.0,1522,22.0,298.0,133.0,,,,,,,,
11164.0,1523,23.0,297.0,132.0,,,,,,,,
11153.0,1524,36.0,284.0,143.0,,,,,,,,
11170.0,1525,32.0,288.0,126.0,,,,,,,,
11159.0,1526,27.0,293.0,137.0,,,,,,,,
11166.0,1527,32.0,288.0,130.0,,,,,,,,
11156.0,1528,29.0,291.0,140.0,,,,,,,,
11182.0,1529,30.0,290.0,114.0,,,,,,,,
11193.0,1530,29.0,291.0,103.0,,,,,,,,
11180.0,1531,24.0,296.0,116.0,,,,,,,,
11190.0,1532,35.0,285.0,106.0,,,,,,,,
11160.0,1533,30.0,290.0,136.0,,,,,,,,
11179.0,1534,36.0,284.0,117.0,,,,,,,,
11159.0,1535,32.0,288.0,137.0,,,,,,,,
11173.0,1536,33.0,287.0,123.0,,,,,,,,
11157.0,1537,28.0,292.0,139.0,,,,,,,,
11161.0,1538,37.0,283.0,135.0,,,,,,,,
11158.0,1539,28.0,292.0,138.0,,,,,,,,
11168.0,1540,28.0,292.0,128.0,,,,,,,,
11174.0,1541,27.0,293.0,122.0,,,,,,,,
11174.0,1542,23.0,297.0,122.0,,,,,,,,
11165.0,1543,25.0,295.0,131.0,,,,,,,,
11187.0,1544,36.0,284.0,109.0,,,,,,,,
11160.0,1545,30.0,290.0,136.0,,,,,,,,
11175.0,1546,34.0,286.0,121.0,,,,,,,,
11167.0,1547,25.0,295.0,129.0,,,,,,,,
11177.0,1548,26.0,294.0,119.0,,,,,,,,
11176.0,1549,32.0,288.0,120.0,,,,,,,,
11176.0,1550,28.0,292.0,120.0,,,,,,,,
11175.0,1551,30.0,290.0,121.0,,,,,,,,
11169.0,1552,38.0,282.0,127.0,,,,,,,,
11165.0,1553,24.0,296.0,131.0,,,,,,,,
11154.0,1554,32.0,288.0,142.0,,,,,,,,
11160.0,1555,23.0,297.0,136.0,,,,,,,,
11175.0,1556,30.0,290.0,121.0,,,,,,,,
11156.0,1557,33.0,287.0,140.0,,,,,,,,
11170.0,1558,26.0,294.0,126.0,,,,,,,,
11172.0,1559,35.0,285.0,124.0,,,,,,,,
11163.0,1560,35.0,285.0,133.0,,,,,,,,
11164.0,1561,30.0,290.0,132.0,,,,,,,,
5578.0,1562,18.0,142.0,70.0,,,,,,,,
,0,,,,0.8889570832252502,0.1226731538772583,126.43199920654297,1.0682940483093262,29.20832061767578,0,11167.7568359375,290.740478515625
