valid_tn_step,valid_fp_step,valid_tp_step,valid_fn_step,step,valid_tp_epoch,valid_fn_epoch,valid_F1,epoch,valid_Loss,valid_fp_epoch,valid_tn_epoch,valid_WAcc
10139.0,1319.0,89.0,69.0,1454,,,,,,,,
10153.0,1313.0,95.0,55.0,1455,,,,,,,,
10146.0,1333.0,75.0,62.0,1456,,,,,,,,
10130.0,1330.0,78.0,78.0,1457,,,,,,,,
10136.0,1332.0,76.0,72.0,1458,,,,,,,,
10127.0,1323.0,85.0,81.0,1459,,,,,,,,
10138.0,1336.0,72.0,70.0,1460,,,,,,,,
10121.0,1330.0,78.0,87.0,1461,,,,,,,,
10139.0,1329.0,79.0,69.0,1462,,,,,,,,
10117.0,1319.0,89.0,91.0,1463,,,,,,,,
10131.0,1310.0,98.0,77.0,1464,,,,,,,,
10132.0,1328.0,80.0,76.0,1465,,,,,,,,
10136.0,1327.0,81.0,72.0,1466,,,,,,,,
10138.0,1317.0,91.0,70.0,1467,,,,,,,,
10131.0,1334.0,74.0,77.0,1468,,,,,,,,
10145.0,1316.0,92.0,63.0,1469,,,,,,,,
10127.0,1332.0,76.0,81.0,1470,,,,,,,,
10135.0,1327.0,81.0,73.0,1471,,,,,,,,
10125.0,1334.0,74.0,83.0,1472,,,,,,,,
10131.0,1344.0,64.0,77.0,1473,,,,,,,,
10137.0,1343.0,65.0,71.0,1474,,,,,,,,
10146.0,1347.0,61.0,62.0,1475,,,,,,,,
10126.0,1329.0,79.0,82.0,1476,,,,,,,,
10133.0,1324.0,84.0,75.0,1477,,,,,,,,
10133.0,1329.0,79.0,75.0,1478,,,,,,,,
10128.0,1322.0,86.0,80.0,1479,,,,,,,,
10155.0,1321.0,87.0,53.0,1480,,,,,,,,
10127.0,1341.0,67.0,81.0,1481,,,,,,,,
10122.0,1324.0,84.0,86.0,1482,,,,,,,,
10143.0,1327.0,81.0,65.0,1483,,,,,,,,
10118.0,1338.0,70.0,90.0,1484,,,,,,,,
10122.0,1335.0,73.0,86.0,1485,,,,,,,,
10130.0,1323.0,85.0,78.0,1486,,,,,,,,
10128.0,1328.0,80.0,80.0,1487,,,,,,,,
10131.0,1314.0,94.0,77.0,1488,,,,,,,,
10132.0,1318.0,90.0,76.0,1489,,,,,,,,
10137.0,1339.0,69.0,71.0,1490,,,,,,,,
10142.0,1334.0,74.0,66.0,1491,,,,,,,,
10141.0,1342.0,66.0,67.0,1492,,,,,,,,
10137.0,1325.0,83.0,71.0,1493,,,,,,,,
10121.0,1321.0,87.0,87.0,1494,,,,,,,,
10131.0,1325.0,83.0,77.0,1495,,,,,,,,
10132.0,1332.0,76.0,76.0,1496,,,,,,,,
10131.0,1321.0,87.0,77.0,1497,,,,,,,,
10140.0,1332.0,76.0,68.0,1498,,,,,,,,
10132.0,1330.0,78.0,76.0,1499,,,,,,,,
10121.0,1320.0,88.0,87.0,1500,,,,,,,,
10132.0,1325.0,83.0,76.0,1501,,,,,,,,
10123.0,1337.0,71.0,85.0,1502,,,,,,,,
10143.0,1338.0,70.0,65.0,1503,,,,,,,,
10127.0,1338.0,70.0,81.0,1504,,,,,,,,
10148.0,1331.0,77.0,60.0,1505,,,,,,,,
10138.0,1336.0,72.0,70.0,1506,,,,,,,,
10130.0,1327.0,81.0,78.0,1507,,,,,,,,
10137.0,1319.0,89.0,71.0,1508,,,,,,,,
10143.0,1334.0,74.0,65.0,1509,,,,,,,,
10122.0,1337.0,71.0,86.0,1510,,,,,,,,
10123.0,1320.0,88.0,85.0,1511,,,,,,,,
10132.0,1327.0,81.0,76.0,1512,,,,,,,,
10134.0,1333.0,75.0,74.0,1513,,,,,,,,
10138.0,1334.0,74.0,70.0,1514,,,,,,,,
10140.0,1339.0,69.0,68.0,1515,,,,,,,,
10136.0,1337.0,71.0,72.0,1516,,,,,,,,
10137.0,1326.0,82.0,71.0,1517,,,,,,,,
10148.0,1326.0,82.0,60.0,1518,,,,,,,,
10132.0,1337.0,71.0,76.0,1519,,,,,,,,
10122.0,1337.0,71.0,86.0,1520,,,,,,,,
10123.0,1333.0,75.0,85.0,1521,,,,,,,,
10124.0,1337.0,71.0,84.0,1522,,,,,,,,
10132.0,1329.0,79.0,76.0,1523,,,,,,,,
10119.0,1318.0,90.0,89.0,1524,,,,,,,,
10131.0,1327.0,81.0,77.0,1525,,,,,,,,
10129.0,1323.0,85.0,79.0,1526,,,,,,,,
10126.0,1328.0,80.0,82.0,1527,,,,,,,,
10115.0,1332.0,76.0,93.0,1528,,,,,,,,
10144.0,1328.0,80.0,64.0,1529,,,,,,,,
10141.0,1343.0,65.0,67.0,1530,,,,,,,,
10141.0,1335.0,73.0,67.0,1531,,,,,,,,
10141.0,1334.0,74.0,67.0,1532,,,,,,,,
10124.0,1326.0,82.0,84.0,1533,,,,,,,,
10139.0,1324.0,84.0,69.0,1534,,,,,,,,
10125.0,1322.0,86.0,83.0,1535,,,,,,,,
10132.0,1328.0,80.0,76.0,1536,,,,,,,,
10132.0,1317.0,91.0,76.0,1537,,,,,,,,
10119.0,1325.0,83.0,89.0,1538,,,,,,,,
10133.0,1317.0,91.0,75.0,1539,,,,,,,,
10133.0,1327.0,81.0,75.0,1540,,,,,,,,
10128.0,1339.0,69.0,80.0,1541,,,,,,,,
10130.0,1341.0,67.0,78.0,1542,,,,,,,,
10126.0,1334.0,74.0,82.0,1543,,,,,,,,
10141.0,1330.0,78.0,67.0,1544,,,,,,,,
10131.0,1319.0,89.0,77.0,1545,,,,,,,,
10125.0,1336.0,72.0,83.0,1546,,,,,,,,
10137.0,1325.0,83.0,71.0,1547,,,,,,,,
10136.0,1335.0,73.0,72.0,1548,,,,,,,,
10137.0,1327.0,81.0,71.0,1549,,,,,,,,
10138.0,1330.0,78.0,70.0,1550,,,,,,,,
10131.0,1334.0,74.0,77.0,1551,,,,,,,,
10134.0,1317.0,91.0,74.0,1552,,,,,,,,
10125.0,1336.0,72.0,83.0,1553,,,,,,,,
10109.0,1333.0,75.0,99.0,1554,,,,,,,,
10126.0,1331.0,77.0,82.0,1555,,,,,,,,
10138.0,1327.0,81.0,70.0,1556,,,,,,,,
10129.0,1314.0,94.0,79.0,1557,,,,,,,,
10138.0,1326.0,82.0,70.0,1558,,,,,,,,
10137.0,1320.0,88.0,71.0,1559,,,,,,,,
10120.0,1328.0,80.0,88.0,1560,,,,,,,,
10131.0,1323.0,85.0,77.0,1561,,,,,,,,
5070.0,650.0,54.0,34.0,1562,,,,,,,,
,,,,0,79.35167694091797,76.28864288330078,0.1014547273516655,0,1.0682940483093262,1328.423095703125,10130.078125,0.8433278799057007
